timestamp,workload_0_10,stress_0_10,hrv_rmssd_ms,pressure_hpa,humidity_pct,temperature_c,migraine_prob_next_hour,hour,dayofweek,is_weekday
2023-01-02 15:00:00,2.18,4.85,32.0,1008.9,57.4,11.8,0.040985,15,0,1
2023-01-02 16:00:00,3.36,4.29,33.96,1009.3,66.5,11.4,0.037656,16,0,1
2023-01-02 17:00:00,3.77,5.15,33.89,1009.0,47.0,12.2,0.040865,17,0,1
2023-01-02 18:00:00,4.91,6.39,31.12,1008.3,59.2,13.6,0.059414,18,0,1
2023-01-02 19:00:00,4.98,5.44,29.74,1008.9,46.2,14.8,0.204948,19,0,1
2023-01-02 20:00:00,4.39,6.06,29.67,1010.5,56.5,15.9,0.069025,20,0,1
2023-01-02 21:00:00,3.88,5.2,32.9,1010.6,51.8,16.1,0.136976,21,0,1
2023-01-02 22:00:00,5.2,7.06,30.44,1010.5,47.4,15.4,0.048428,22,0,1
2023-01-02 23:00:00,7.76,8.2,23.86,1009.7,45.5,13.2,0.110432,23,0,1
2023-01-03 00:00:00,8.25,8.76,19.92,1010.1,61.7,11.6,0.441742,0,1,1
2023-01-03 01:00:00,7.88,8.16,15.38,1010.3,47.5,10.5,0.350151,1,1,1
2023-01-03 02:00:00,9.33,9.75,13.66,1010.2,66.8,7.9,0.24566,2,1,1
2023-01-03 03:00:00,9.0,8.7,12.77,1010.2,66.6,6.0,0.507065,3,1,1
2023-01-03 04:00:00,8.4,9.73,11.69,1010.3,61.1,3.6,0.380124,4,1,1
2023-01-03 05:00:00,7.79,9.45,11.84,1011.1,68.2,2.5,0.435625,5,1,1
2023-01-03 06:00:00,6.76,8.39,11.28,1011.7,71.6,1.2,0.499122,6,1,1
2023-01-03 07:00:00,5.59,8.23,10.29,1010.6,78.9,0.7,0.353397,7,1,1
2023-01-03 08:00:00,3.58,5.39,14.72,1009.6,71.0,1.1,0.689519,8,1,1
2023-01-03 09:00:00,3.35,5.25,15.1,1010.6,78.4,-0.2,0.254584,9,1,1
2023-01-03 10:00:00,2.68,4.41,16.38,1011.3,76.5,0.7,0.113838,10,1,1
2023-01-03 11:00:00,3.19,5.51,18.16,1010.0,66.5,1.1,0.069653,11,1,1
2023-01-03 12:00:00,2.47,3.91,19.28,1009.1,66.8,1.3,0.32743,12,1,1
2023-01-03 13:00:00,0.79,1.98,19.84,1009.5,66.7,2.0,0.126723,13,1,1
2023-01-03 14:00:00,0.99,1.18,24.99,1009.5,76.1,3.9,0.016488,14,1,1
2023-01-03 15:00:00,2.82,3.11,32.1,1010.2,56.6,6.4,0.011264,15,1,1
2023-01-03 16:00:00,2.93,4.21,34.26,1011.7,53.4,7.8,0.024493,16,1,1
2023-01-03 17:00:00,2.83,2.95,34.97,1010.8,56.6,9.7,0.045749,17,1,1
2023-01-03 18:00:00,2.7,2.28,48.59,1011.5,53.7,11.6,0.058173,18,1,1
2023-01-03 19:00:00,2.86,2.8,54.85,1011.4,51.9,12.7,0.012017,19,1,1
2023-01-03 20:00:00,3.72,4.81,51.02,1010.5,54.9,13.2,0.010758,20,1,1
2023-01-03 21:00:00,3.81,4.22,50.14,1012.3,41.5,12.4,0.092595,21,1,1
2023-01-03 22:00:00,6.03,5.73,48.08,1012.0,55.6,13.6,0.035111,22,1,1
2023-01-03 23:00:00,6.45,6.47,47.88,1011.3,49.5,12.6,0.06977,23,1,1
2023-01-04 00:00:00,7.01,5.15,47.82,1011.5,53.1,11.0,0.15888,0,2,1
2023-01-04 01:00:00,8.39,8.4,40.98,1012.7,45.6,9.6,0.043246,1,2,1
2023-01-04 02:00:00,9.43,7.9,38.92,1012.6,53.7,8.4,0.234034,2,2,1
2023-01-04 03:00:00,8.73,7.35,35.77,1012.9,57.8,7.5,0.167697,3,2,1
2023-01-04 04:00:00,8.35,6.29,35.28,1012.6,66.5,5.1,0.156126,4,2,1
2023-01-04 05:00:00,8.13,7.62,28.16,1013.0,74.8,2.1,0.164483,5,2,1
2023-01-04 06:00:00,7.01,7.67,23.2,1012.9,61.4,1.8,0.235367,6,2,1
2023-01-04 07:00:00,4.63,5.16,24.09,1011.2,66.6,1.1,0.19904,7,2,1
2023-01-04 08:00:00,4.43,3.84,23.58,1012.0,70.2,-0.3,0.427306,8,2,1
2023-01-04 09:00:00,4.39,4.77,35.77,1011.2,70.0,0.7,0.051021,9,2,1
2023-01-04 10:00:00,3.97,3.75,44.52,1010.7,71.0,1.4,0.129627,10,2,1
2023-01-04 11:00:00,2.59,3.66,57.53,1011.4,74.3,2.8,0.048556,11,2,1
2023-01-04 12:00:00,2.1,2.58,60.13,1011.6,70.2,2.1,0.021512,12,2,1
2023-01-04 13:00:00,1.53,2.86,53.67,1010.7,64.6,3.4,0.009134,13,2,1
2023-01-04 14:00:00,1.46,3.11,58.01,1012.7,62.7,4.8,0.034203,14,2,1
2023-01-04 15:00:00,2.9,3.41,48.42,1012.1,66.4,5.4,0.022006,15,2,1
2023-01-04 16:00:00,4.52,4.65,46.15,1011.6,67.0,7.3,0.041523,16,2,1
2023-01-04 17:00:00,5.43,3.85,46.71,1011.5,52.9,7.8,0.063189,17,2,1
2023-01-04 18:00:00,6.31,4.92,49.93,1011.2,43.1,9.7,0.024625,18,2,1
2023-01-04 19:00:00,7.31,5.4,44.79,1010.5,43.0,12.2,0.045027,19,2,1
2023-01-04 20:00:00,7.73,6.6,37.56,1011.8,47.6,13.6,0.111764,20,2,1
2023-01-04 21:00:00,8.1,6.9,32.93,1011.8,48.0,14.1,0.143039,21,2,1
2023-01-04 22:00:00,7.94,7.52,26.08,1011.9,51.4,12.9,0.117799,22,2,1
2023-01-04 23:00:00,8.25,7.68,22.27,1010.5,46.7,12.7,0.167665,23,2,1
2023-01-05 00:00:00,10.0,8.85,17.46,1010.8,58.9,11.4,0.629074,0,3,1
2023-01-05 01:00:00,10.0,8.84,18.25,1009.5,57.2,10.3,0.386607,1,3,1
2023-01-05 02:00:00,9.92,8.36,17.82,1009.5,58.1,8.4,0.780504,2,3,1
2023-01-05 03:00:00,8.94,8.75,15.2,1008.7,62.9,7.2,0.301997,3,3,1
2023-01-05 04:00:00,7.57,7.53,13.62,1007.3,57.7,5.9,0.621169,4,3,1
2023-01-05 05:00:00,7.18,6.93,13.52,1006.9,64.9,4.9,0.672489,5,3,1
2023-01-05 06:00:00,6.67,5.84,15.56,1006.3,72.9,4.0,0.272132,6,3,1
2023-01-05 07:00:00,4.6,4.54,21.99,1005.9,80.0,3.2,0.248835,7,3,1
2023-01-05 08:00:00,4.28,4.08,25.8,1004.9,69.3,3.8,0.117765,8,3,1
2023-01-05 09:00:00,3.09,3.75,22.76,1004.2,71.9,3.5,0.158527,9,3,1
2023-01-05 10:00:00,3.67,2.66,23.03,1002.8,70.8,3.0,0.090914,10,3,1
2023-01-05 11:00:00,3.2,2.73,27.5,1003.9,59.7,4.2,0.156496,11,3,1
2023-01-05 12:00:00,4.16,5.33,29.13,1003.5,67.0,4.3,0.028373,12,3,1
2023-01-05 13:00:00,3.38,4.21,27.24,1003.7,73.0,4.2,0.102802,13,3,1
2023-01-05 14:00:00,3.04,4.25,32.28,1006.6,70.5,7.1,0.043363,14,3,1
2023-01-05 15:00:00,3.44,3.97,34.89,1005.9,57.8,8.1,0.108636,15,3,1
2023-01-05 16:00:00,4.61,5.02,42.66,1006.0,50.8,9.9,0.064668,16,3,1
2023-01-05 17:00:00,5.42,5.25,42.46,1005.2,53.1,11.3,0.035127,17,3,1
2023-01-05 18:00:00,4.87,5.64,42.47,1004.4,58.6,10.9,0.128447,18,3,1
2023-01-05 19:00:00,5.7,6.88,39.11,1005.0,59.6,12.0,0.139987,19,3,1
2023-01-05 20:00:00,6.39,7.03,26.96,1004.8,49.2,13.2,0.119155,20,3,1
2023-01-05 21:00:00,6.68,6.46,23.01,1004.2,55.7,14.5,0.149058,21,3,1
2023-01-05 22:00:00,6.75,6.99,17.75,1005.0,58.6,15.2,0.244143,22,3,1
2023-01-05 23:00:00,8.68,8.65,15.79,1005.5,44.8,14.7,0.218111,23,3,1
2023-01-06 00:00:00,8.51,9.48,12.47,1004.9,55.7,14.2,0.328594,0,4,1
2023-01-06 01:00:00,7.84,9.7,10.19,1005.3,55.5,14.4,0.62783,1,4,1
2023-01-06 02:00:00,8.27,10.0,10.0,1005.8,57.9,13.5,0.475934,2,4,1
2023-01-06 03:00:00,8.02,7.96,10.0,1006.1,58.4,12.3,0.524422,3,4,1
2023-01-06 04:00:00,7.42,8.29,10.0,1007.8,61.8,10.9,0.304737,4,4,1
2023-01-06 05:00:00,7.38,8.04,10.0,1008.5,59.8,9.7,0.466297,5,4,1
2023-01-06 06:00:00,6.91,7.57,10.0,1008.3,67.2,7.8,0.338564,6,4,1
2023-01-06 07:00:00,6.26,6.53,10.0,1009.3,74.5,8.5,0.326322,7,4,1
2023-01-06 08:00:00,6.06,4.96,11.56,1008.4,71.0,9.0,0.251692,8,4,1
2023-01-06 09:00:00,5.29,4.79,12.07,1008.5,59.3,9.8,0.273432,9,4,1
2023-01-06 10:00:00,3.91,4.58,15.61,1007.3,66.5,10.1,0.075282,10,4,1
2023-01-06 11:00:00,2.99,3.3,22.34,1006.2,75.0,12.0,0.29932,11,4,1
2023-01-06 12:00:00,2.18,2.13,29.54,1006.2,66.3,13.9,0.145434,12,4,1
2023-01-06 13:00:00,2.24,3.64,36.97,1005.8,57.7,14.8,0.015582,13,4,1
2023-01-06 14:00:00,1.44,2.78,45.83,1006.4,56.5,15.2,0.043157,14,4,1
2023-01-06 15:00:00,0.37,1.37,58.58,1005.8,64.2,16.7,0.014621,15,4,1
2023-01-06 16:00:00,1.22,2.54,64.97,1005.7,49.9,17.5,0.010824,16,4,1
2023-01-06 17:00:00,1.03,3.26,76.2,1006.0,47.2,19.3,0.007368,17,4,1
2023-01-06 18:00:00,0.56,3.05,84.49,1006.5,41.2,20.7,0.007063,18,4,1
2023-01-06 19:00:00,2.18,3.98,87.23,1007.1,43.0,21.1,0.00536,19,4,1
2023-01-06 20:00:00,2.81,4.22,83.91,1007.7,48.9,20.8,0.009024,20,4,1
2023-01-06 21:00:00,4.38,6.35,75.69,1006.9,45.1,20.1,0.012353,21,4,1
2023-01-06 22:00:00,4.89,7.2,60.34,1007.5,50.4,19.0,0.09287,22,4,1
2023-01-06 23:00:00,4.81,6.22,47.59,1005.8,50.5,20.1,0.079301,23,4,1
2023-01-07 00:00:00,1.58,3.56,53.46,1006.1,54.2,20.0,0.424762,0,5,0
2023-01-07 01:00:00,1.73,2.99,63.21,1007.5,51.3,17.6,0.015681,1,5,0
2023-01-07 02:00:00,1.95,2.41,62.06,1008.1,58.2,15.2,0.014686,2,5,0
2023-01-07 03:00:00,1.59,2.43,67.27,1007.3,61.9,14.0,0.009505,3,5,0
2023-01-07 04:00:00,1.61,3.21,63.16,1005.8,62.6,10.4,0.021324,4,5,0
2023-01-07 05:00:00,0.51,2.67,70.54,1004.7,56.5,8.6,0.079339,5,5,0
2023-01-07 06:00:00,0.72,3.68,59.45,1004.3,63.7,6.7,0.030292,6,5,0
2023-01-07 07:00:00,0.0,2.34,70.68,1003.7,65.2,6.6,0.021392,7,5,0
2023-01-07 08:00:00,0.0,1.67,64.88,1002.7,70.1,6.3,0.010894,8,5,0
2023-01-07 09:00:00,0.19,2.4,76.83,1002.3,73.9,4.7,0.021751,9,5,0
2023-01-07 10:00:00,1.14,2.91,94.6,1003.0,73.1,4.8,0.008943,10,5,0
2023-01-07 11:00:00,2.47,3.69,109.62,1002.6,62.3,5.2,0.006208,11,5,0
2023-01-07 12:00:00,1.03,3.05,112.39,1002.5,73.0,5.3,0.007915,12,5,0
2023-01-07 13:00:00,1.74,2.62,109.9,1003.5,65.6,7.1,0.00384,13,5,0
2023-01-07 14:00:00,2.8,3.88,110.01,1005.2,61.3,9.6,0.00428,14,5,0
2023-01-07 15:00:00,3.62,5.02,99.49,1005.8,60.6,12.0,0.009691,15,5,0
2023-01-07 16:00:00,2.9,3.69,89.45,1006.5,60.4,14.6,0.01406,16,5,0
2023-01-07 17:00:00,3.47,5.0,79.79,1007.1,60.1,15.5,0.010114,17,5,0
2023-01-07 18:00:00,5.21,5.8,68.69,1006.3,53.6,16.7,0.022432,18,5,0
2023-01-07 19:00:00,4.09,4.61,77.94,1006.3,57.9,16.4,0.096817,19,5,0
2023-01-07 20:00:00,4.77,4.93,79.34,1006.0,51.0,16.8,0.017749,20,5,0
2023-01-07 21:00:00,5.89,5.83,78.68,1004.9,57.5,16.4,0.023705,21,5,0
2023-01-07 22:00:00,5.4,5.07,74.83,1005.2,54.3,17.6,0.128309,22,5,0
2023-01-07 23:00:00,5.98,6.18,70.07,1004.6,50.9,17.3,0.023605,23,5,0
2023-01-08 00:00:00,5.09,4.69,71.93,1003.9,53.4,16.4,0.078868,0,6,0
2023-01-08 01:00:00,4.47,4.13,63.91,1004.0,48.2,15.2,0.048006,1,6,0
2023-01-08 02:00:00,3.85,2.78,75.03,1002.6,62.3,15.1,0.0158,2,6,0
2023-01-08 03:00:00,4.02,3.97,84.24,1002.5,61.2,13.2,0.063084,3,6,0
2023-01-08 04:00:00,3.82,3.5,65.95,1003.2,61.2,12.3,0.012044,4,6,0
2023-01-08 05:00:00,4.39,3.78,56.66,1003.7,74.9,10.7,0.016728,5,6,0
2023-01-08 06:00:00,3.25,1.91,59.64,1005.8,71.0,10.5,0.027195,6,6,0
2023-01-08 07:00:00,2.85,2.31,66.24,1006.6,70.6,8.3,0.018745,7,6,0
2023-01-08 08:00:00,3.33,3.78,71.38,1005.9,71.6,6.8,0.010707,8,6,0
2023-01-08 09:00:00,3.39,4.06,69.58,1006.3,64.2,7.8,0.036473,9,6,0
2023-01-08 10:00:00,1.92,2.39,68.6,1005.8,71.4,7.8,0.016623,10,6,0
2023-01-08 11:00:00,2.29,3.59,73.13,1005.5,69.8,7.0,0.015233,11,6,0
2023-01-08 12:00:00,1.75,2.9,80.3,1006.3,80.0,8.0,0.01523,12,6,0
2023-01-08 13:00:00,2.05,3.78,89.87,1004.1,62.4,8.9,0.010618,13,6,0
2023-01-08 14:00:00,2.33,3.79,82.84,1004.7,66.0,10.1,0.153322,14,6,0
2023-01-08 15:00:00,3.42,4.48,63.67,1004.9,51.4,11.0,0.011572,15,6,0
2023-01-08 16:00:00,3.57,6.08,49.56,1004.1,61.6,12.5,0.017377,16,6,0
2023-01-08 17:00:00,2.22,4.69,48.15,1004.1,51.3,13.6,0.149704,17,6,0
2023-01-08 18:00:00,1.57,3.65,50.81,1003.6,57.0,16.1,0.023497,18,6,0
2023-01-08 19:00:00,2.77,4.86,47.42,1002.7,56.9,16.8,0.030761,19,6,0
2023-01-08 20:00:00,3.06,5.3,38.96,1003.4,50.5,17.9,0.112493,20,6,0
2023-01-08 21:00:00,4.46,6.75,39.69,1003.7,45.4,16.6,0.053696,21,6,0
2023-01-08 22:00:00,4.96,7.04,36.81,1004.7,47.8,16.0,0.079291,22,6,0
2023-01-08 23:00:00,4.54,7.34,40.43,1005.5,43.0,13.9,0.130263,23,6,0
2023-01-09 00:00:00,8.54,10.0,37.09,1005.0,55.1,14.2,0.109536,0,0,1
2023-01-09 01:00:00,7.9,9.7,30.85,1005.5,62.4,14.3,0.481321,1,0,1
2023-01-09 02:00:00,6.17,8.17,28.74,1006.2,60.3,13.0,0.398605,2,0,1
2023-01-09 03:00:00,7.78,9.7,19.83,1007.9,52.9,12.3,0.242495,3,0,1
2023-01-09 04:00:00,5.75,7.22,18.51,1007.4,61.6,10.4,0.535925,4,0,1
2023-01-09 05:00:00,5.84,5.81,20.22,1008.0,65.0,8.1,0.293728,5,0,1
2023-01-09 06:00:00,5.97,6.55,20.1,1007.1,66.3,7.9,0.123751,6,0,1
2023-01-09 07:00:00,5.28,5.14,23.74,1007.3,73.9,7.0,0.365572,7,0,1
2023-01-09 08:00:00,3.12,2.62,27.75,1006.7,74.7,6.1,0.083947,8,0,1
2023-01-09 09:00:00,3.37,4.06,27.3,1007.1,76.8,4.9,0.049461,9,0,1
2023-01-09 10:00:00,1.62,2.44,35.93,1008.2,77.5,5.0,0.047161,10,0,1
2023-01-09 11:00:00,0.25,1.55,45.29,1008.2,69.7,5.0,0.0243,11,0,1
2023-01-09 12:00:00,0.0,1.52,56.93,1007.9,70.9,5.2,0.006885,12,0,1
2023-01-09 13:00:00,0.83,1.27,63.49,1007.5,69.3,5.5,0.008365,13,0,1
2023-01-09 14:00:00,1.35,2.25,69.91,1008.2,66.4,6.0,0.008401,14,0,1
2023-01-09 15:00:00,2.41,3.23,76.25,1008.2,60.2,8.0,0.007759,15,0,1
2023-01-09 16:00:00,2.53,3.33,70.68,1007.9,59.6,10.5,0.007558,16,0,1
2023-01-09 17:00:00,3.07,3.36,55.62,1007.7,61.6,13.5,0.015289,17,0,1
2023-01-09 18:00:00,2.95,3.56,58.78,1007.5,49.7,15.0,0.018821,18,0,1
2023-01-09 19:00:00,3.66,3.95,64.99,1007.1,54.6,16.0,0.015874,19,0,1
2023-01-09 20:00:00,5.11,6.4,50.61,1007.0,43.7,17.3,0.026414,20,0,1
2023-01-09 21:00:00,5.7,6.49,50.34,1006.5,56.8,17.5,0.053386,21,0,1
2023-01-09 22:00:00,6.82,7.16,38.68,1005.4,44.8,17.7,0.137921,22,0,1
2023-01-09 23:00:00,6.88,5.28,32.87,1005.2,49.3,16.4,0.353,23,0,1
2023-01-10 00:00:00,6.81,6.93,27.8,1005.9,50.3,16.5,0.086222,0,1,1
2023-01-10 01:00:00,7.11,6.76,25.16,1005.5,66.0,15.7,0.15782,1,1,1
2023-01-10 02:00:00,6.99,6.47,25.67,1005.7,57.1,13.1,0.241987,2,1,1
2023-01-10 03:00:00,7.3,6.62,20.14,1005.8,66.5,11.8,0.126313,3,1,1
2023-01-10 04:00:00,7.01,6.71,25.08,1007.4,59.8,10.5,0.16089,4,1,1
2023-01-10 05:00:00,7.8,8.84,22.18,1007.3,59.6,8.8,0.227057,5,1,1
2023-01-10 06:00:00,6.7,8.21,18.03,1006.6,62.9,7.3,0.308204,6,1,1
2023-01-10 07:00:00,5.61,7.28,17.89,1006.5,74.9,6.8,0.484314,7,1,1
2023-01-10 08:00:00,3.91,5.52,15.78,1005.9,64.3,6.3,0.215538,8,1,1
2023-01-10 09:00:00,3.25,5.75,15.24,1006.6,69.9,6.0,0.175778,9,1,1
2023-01-10 10:00:00,3.21,6.02,14.13,1007.7,65.5,4.9,0.117298,10,1,1
2023-01-10 11:00:00,2.09,5.76,13.46,1007.7,67.5,6.9,0.142726,11,1,1
2023-01-10 12:00:00,1.8,4.15,16.36,1009.0,69.7,6.5,0.086912,12,1,1
2023-01-10 13:00:00,2.32,4.09,18.45,1008.4,65.2,8.3,0.071824,13,1,1
2023-01-10 14:00:00,2.27,4.75,25.34,1009.5,58.4,8.7,0.090215,14,1,1
2023-01-10 15:00:00,2.13,4.03,26.18,1009.8,50.5,10.7,0.061516,15,1,1
2023-01-10 16:00:00,3.43,3.75,24.68,1011.1,55.3,11.5,0.031201,16,1,1
2023-01-10 17:00:00,4.04,5.44,24.71,1009.9,59.5,12.4,0.04982,17,1,1
2023-01-10 18:00:00,5.0,5.59,23.63,1009.6,49.8,13.0,0.295503,18,1,1
2023-01-10 19:00:00,6.6,7.12,16.85,1009.9,55.4,13.8,0.1017,19,1,1
2023-01-10 20:00:00,8.05,8.56,17.68,1011.0,50.7,15.0,0.181741,20,1,1
2023-01-10 21:00:00,8.16,8.44,17.25,1012.1,63.7,13.9,0.378377,21,1,1
2023-01-10 22:00:00,8.11,9.24,17.98,1014.1,52.7,13.4,0.414891,22,1,1
2023-01-10 23:00:00,8.66,8.23,18.48,1014.0,51.1,12.6,0.543235,23,1,1
2023-01-11 00:00:00,8.7,8.23,15.52,1015.2,44.3,11.3,0.299675,0,2,1
2023-01-11 01:00:00,7.16,4.91,18.51,1016.5,44.3,10.7,0.343835,1,2,1
2023-01-11 02:00:00,8.2,6.22,18.21,1016.4,57.3,9.2,0.097831,2,2,1
2023-01-11 03:00:00,7.87,7.21,20.59,1016.1,59.3,9.0,0.14238,3,2,1
2023-01-11 04:00:00,7.95,7.05,19.87,1016.5,74.9,6.9,0.248486,4,2,1
2023-01-11 05:00:00,6.26,5.63,21.89,1016.7,65.1,5.7,0.229269,5,2,1
2023-01-11 06:00:00,6.6,5.97,20.68,1018.0,57.0,6.1,0.098826,6,2,1
2023-01-11 07:00:00,5.23,4.81,24.59,1018.9,72.1,5.8,0.154165,7,2,1
2023-01-11 08:00:00,4.34,3.22,29.87,1017.4,70.1,5.3,0.088378,8,2,1
2023-01-11 09:00:00,2.47,2.63,29.82,1017.9,70.7,4.7,0.210984,9,2,1
2023-01-11 10:00:00,1.87,2.59,37.2,1019.5,69.2,4.9,0.022433,10,2,1
2023-01-11 11:00:00,1.36,2.25,49.57,1019.3,64.6,5.4,0.027176,11,2,1
2023-01-11 12:00:00,1.07,2.54,62.44,1019.4,75.0,7.0,0.011311,12,2,1
2023-01-11 13:00:00,1.47,3.19,72.91,1019.1,57.9,8.5,0.008832,13,2,1
2023-01-11 14:00:00,1.7,2.55,65.27,1018.2,67.8,11.1,0.010555,14,2,1
2023-01-11 15:00:00,2.84,3.78,55.24,1019.0,61.2,12.2,0.027645,15,2,1
2023-01-11 16:00:00,2.88,4.41,56.59,1019.2,56.5,13.5,0.022233,16,2,1
2023-01-11 17:00:00,2.7,5.88,47.49,1020.6,46.7,14.5,0.021737,17,2,1
2023-01-11 18:00:00,3.53,6.05,39.48,1021.9,58.5,14.1,0.063043,18,2,1
2023-01-11 19:00:00,4.91,6.84,38.04,1022.7,49.4,14.2,0.099354,19,2,1
2023-01-11 20:00:00,6.7,7.73,30.94,1022.4,40.7,14.6,0.108224,20,2,1
2023-01-11 21:00:00,7.94,8.77,20.84,1023.6,55.3,14.2,0.188935,21,2,1
2023-01-11 22:00:00,6.93,7.2,18.22,1025.2,44.3,14.1,0.403357,22,2,1
2023-01-11 23:00:00,7.74,8.6,16.98,1026.5,56.2,12.0,0.253454,23,2,1
2023-01-12 00:00:00,9.18,10.0,14.73,1025.5,52.5,11.0,0.405445,0,3,1
2023-01-12 01:00:00,9.14,9.42,12.63,1025.4,50.9,9.1,0.77294,1,3,1
2023-01-12 02:00:00,8.46,9.41,10.53,1025.2,64.0,7.1,0.448847,2,3,1
2023-01-12 03:00:00,8.32,8.25,10.0,1025.8,60.2,6.2,0.478952,3,3,1
2023-01-12 04:00:00,7.33,8.49,10.0,1025.8,63.8,4.9,0.348864,4,3,1
2023-01-12 05:00:00,7.19,8.1,10.1,1027.2,64.0,3.8,0.314241,5,3,1
2023-01-12 06:00:00,6.35,8.08,10.44,1027.0,68.4,3.5,0.39694,6,3,1
2023-01-12 07:00:00,6.6,7.61,11.65,1027.4,70.9,2.5,0.31702,7,3,1
2023-01-12 08:00:00,5.99,4.41,14.56,1027.2,70.0,2.9,0.265573,8,3,1
2023-01-12 09:00:00,4.42,4.63,16.0,1026.4,75.2,3.3,0.089879,9,3,1
2023-01-12 10:00:00,4.14,4.71,18.36,1026.7,70.5,3.7,0.202341,10,3,1
2023-01-12 11:00:00,4.23,5.24,18.21,1026.8,70.8,4.7,0.069068,11,3,1
2023-01-12 12:00:00,3.2,3.33,19.94,1025.2,62.9,5.7,0.078701,12,3,1
2023-01-12 13:00:00,2.59,4.07,25.87,1025.3,56.6,6.6,0.230696,13,3,1
2023-01-12 14:00:00,0.76,2.51,31.47,1024.1,57.8,8.2,0.031702,14,3,1
2023-01-12 15:00:00,1.98,2.24,41.81,1025.0,55.9,9.8,0.074771,15,3,1
2023-01-12 16:00:00,2.05,2.84,48.08,1024.8,48.4,11.4,0.01408,16,3,1
2023-01-12 17:00:00,1.1,2.21,50.17,1024.0,58.3,13.3,0.012446,17,3,1
