timestamp,workload_0_10,stress_0_10,hrv_rmssd_ms,migraine_prob_next_hour
2023-01-02 16:00:00,3.36,4.29,33.96,0.4778
2023-01-02 17:00:00,3.77,5.15,33.89,0.5412
2023-01-02 18:00:00,4.91,6.39,31.12,0.6552
2023-01-02 19:00:00,4.98,5.44,29.74,0.6103
2023-01-02 20:00:00,4.39,6.06,29.67,0.625
2023-01-02 21:00:00,3.88,5.2,32.9,0.5509
2023-01-02 22:00:00,5.2,7.06,30.44,0.6997
2023-01-02 23:00:00,7.76,8.2,23.86,0.8236
2023-01-03 00:00:00,8.25,8.76,19.92,0.8559
2023-01-03 01:00:00,7.88,8.16,15.38,0.8308
2023-01-03 02:00:00,9.33,9.75,13.66,0.8966
2023-01-03 03:00:00,9.0,8.7,12.77,0.8665
2023-01-03 04:00:00,8.4,9.73,11.69,0.8833
2023-01-03 05:00:00,7.79,9.45,11.84,0.8671
2023-01-03 06:00:00,6.76,8.39,11.28,0.8159
2023-01-03 07:00:00,5.59,8.23,10.29,0.784
2023-01-03 08:00:00,3.58,5.39,14.72,0.5878
2023-01-03 09:00:00,3.35,5.25,15.1,0.5723
2023-01-03 10:00:00,2.68,4.41,16.38,0.5009
2023-01-03 11:00:00,3.19,5.51,18.16,0.5814
2023-01-03 12:00:00,2.47,3.91,19.28,0.4651
2023-01-03 13:00:00,0.79,1.98,19.84,0.3061
2023-01-03 14:00:00,0.99,1.18,24.99,0.2625
2023-01-03 15:00:00,2.82,3.11,32.1,0.3976
2023-01-03 16:00:00,2.93,4.21,34.26,0.457
2023-01-03 17:00:00,2.83,2.95,34.97,0.381
2023-01-03 18:00:00,2.7,2.28,48.59,0.3066
2023-01-03 19:00:00,2.86,2.8,54.85,0.3219
2023-01-03 20:00:00,3.72,4.81,51.02,0.4709
2023-01-03 21:00:00,3.81,4.22,50.14,0.4423
2023-01-03 22:00:00,6.03,5.73,48.08,0.6103
2023-01-03 23:00:00,6.45,6.47,47.88,0.6635
2023-01-04 00:00:00,7.01,5.15,47.82,0.6115
2023-01-04 01:00:00,8.39,8.4,40.98,0.8138
2023-01-04 02:00:00,9.43,7.9,38.92,0.8217
2023-01-04 03:00:00,8.73,7.35,35.77,0.7926
2023-01-04 04:00:00,8.35,6.29,35.28,0.7404
2023-01-04 05:00:00,8.13,7.62,28.16,0.8033
2023-01-04 06:00:00,7.01,7.67,23.2,0.7894
2023-01-04 07:00:00,4.63,5.16,24.09,0.5987
2023-01-04 08:00:00,4.43,3.84,23.58,0.5181
2023-01-04 09:00:00,4.39,4.77,35.77,0.5354
2023-01-04 10:00:00,3.97,3.75,44.52,0.4369
2023-01-04 11:00:00,2.59,3.66,57.53,0.3509
2023-01-04 12:00:00,2.1,2.58,60.13,0.2763
2023-01-04 13:00:00,1.53,2.86,53.67,0.2886
2023-01-04 14:00:00,1.46,3.11,58.01,0.2884
2023-01-04 15:00:00,2.9,3.41,48.42,0.3718
2023-01-04 16:00:00,4.52,4.65,46.15,0.503
2023-01-04 17:00:00,5.43,3.85,46.71,0.4872
2023-01-04 18:00:00,6.31,4.92,49.93,0.5693
2023-01-04 19:00:00,7.31,5.4,44.79,0.6431
2023-01-04 20:00:00,7.73,6.6,37.56,0.7324
2023-01-04 21:00:00,8.1,6.9,32.93,0.7653
2023-01-04 22:00:00,7.94,7.52,26.08,0.7993
2023-01-04 23:00:00,8.25,7.68,22.27,0.8183
2023-01-05 00:00:00,10.0,8.85,17.46,0.8853
2023-01-05 01:00:00,10.0,8.84,18.25,0.8851
2023-01-05 02:00:00,9.92,8.36,17.82,0.8722
2023-01-05 03:00:00,8.94,8.75,15.2,0.8669
2023-01-05 04:00:00,7.57,7.53,13.62,0.8026
2023-01-05 05:00:00,7.18,6.93,13.52,0.7702
2023-01-05 06:00:00,6.67,5.84,15.56,0.7085
2023-01-05 07:00:00,4.6,4.54,21.99,0.5691
2023-01-05 08:00:00,4.28,4.08,25.8,0.5203
2023-01-05 09:00:00,3.09,3.75,22.76,0.4689
2023-01-05 10:00:00,3.67,2.66,23.03,0.4264
2023-01-05 11:00:00,3.2,2.73,27.5,0.4019
2023-01-05 12:00:00,4.16,5.33,29.13,0.578
2023-01-05 13:00:00,3.38,4.21,27.24,0.4926
2023-01-05 14:00:00,3.04,4.25,32.28,0.4692
2023-01-05 15:00:00,3.44,3.97,34.89,0.4591
2023-01-05 16:00:00,4.61,5.02,42.66,0.5378
2023-01-05 17:00:00,5.42,5.25,42.46,0.5789
2023-01-05 18:00:00,4.87,5.64,42.47,0.5821
2023-01-05 19:00:00,5.7,6.88,39.11,0.6841
2023-01-05 20:00:00,6.39,7.03,26.96,0.7395
2023-01-05 21:00:00,6.68,6.46,23.01,0.7304
2023-01-05 22:00:00,6.75,6.99,17.75,0.7621
2023-01-05 23:00:00,8.68,8.65,15.79,0.86
2023-01-06 00:00:00,8.51,9.48,12.47,0.879
2023-01-06 01:00:00,7.84,9.7,10.19,0.8746
2023-01-06 02:00:00,8.27,10.0,10.0,0.888
2023-01-06 03:00:00,8.02,7.96,10.0,0.8271
2023-01-06 04:00:00,7.42,8.29,10.0,0.826
2023-01-06 05:00:00,7.38,8.04,10.0,0.8167
2023-01-06 06:00:00,6.91,7.57,10.0,0.7893
2023-01-06 07:00:00,6.26,6.53,10.0,0.7288
2023-01-06 08:00:00,6.06,4.96,11.56,0.6456
2023-01-06 09:00:00,5.29,4.79,12.07,0.6113
2023-01-06 10:00:00,3.91,4.58,15.61,0.5532
2023-01-06 11:00:00,2.99,3.3,22.34,0.4408
2023-01-06 12:00:00,2.18,2.13,29.54,0.3314
2023-01-06 13:00:00,2.24,3.64,36.97,0.3936
2023-01-06 14:00:00,1.44,2.78,45.83,0.3009
2023-01-06 15:00:00,0.37,1.37,58.58,0.188
2023-01-06 16:00:00,1.22,2.54,64.97,0.2406
2023-01-06 17:00:00,1.03,3.26,76.2,0.2423
2023-01-06 18:00:00,0.56,3.05,84.49,0.2061
2023-01-06 19:00:00,2.18,3.98,87.23,0.2809
2023-01-06 20:00:00,2.81,4.22,83.91,0.3186
2023-01-06 21:00:00,4.38,6.35,75.69,0.511
2023-01-06 22:00:00,4.89,7.2,60.34,0.6197
2023-01-06 23:00:00,4.81,6.22,47.59,0.5982
2023-01-07 00:00:00,1.58,3.56,53.46,0.3248
2023-01-07 01:00:00,1.73,2.99,63.21,0.2778
2023-01-07 02:00:00,1.95,2.41,62.06,0.2601
2023-01-07 03:00:00,1.59,2.43,67.27,0.2406
2023-01-07 04:00:00,1.61,3.21,63.16,0.2847
2023-01-07 05:00:00,0.51,2.67,70.54,0.2171
2023-01-07 06:00:00,0.72,3.68,59.45,0.2907
2023-01-07 07:00:00,0.0,2.34,70.68,0.1929
2023-01-07 08:00:00,0.0,1.67,64.88,0.1797
2023-01-07 09:00:00,0.19,2.4,76.83,0.1882
2023-01-07 10:00:00,1.14,2.91,94.6,0.1952
2023-01-07 11:00:00,2.47,3.69,109.62,0.2469
2023-01-07 12:00:00,1.03,3.05,112.39,0.188
2023-01-07 13:00:00,1.74,2.62,109.9,0.1879
2023-01-07 14:00:00,2.8,3.88,110.01,0.2638
2023-01-07 15:00:00,3.62,5.02,99.49,0.3448
2023-01-07 16:00:00,2.9,3.69,89.45,0.2823
2023-01-07 17:00:00,3.47,5.0,79.79,0.3918
2023-01-07 18:00:00,5.21,5.8,68.69,0.5285
2023-01-07 19:00:00,4.09,4.61,77.94,0.3954
2023-01-07 20:00:00,4.77,4.93,79.34,0.4326
2023-01-07 21:00:00,5.89,5.83,78.68,0.5248
2023-01-07 22:00:00,5.4,5.07,74.83,0.4748
2023-01-07 23:00:00,5.98,6.18,70.07,0.5722
2023-01-08 00:00:00,5.09,4.69,71.93,0.4508
2023-01-08 01:00:00,4.47,4.13,63.91,0.4211
2023-01-08 02:00:00,3.85,2.78,75.03,0.3002
2023-01-08 03:00:00,4.02,3.97,84.24,0.3421
2023-01-08 04:00:00,3.82,3.5,65.95,0.3595
2023-01-08 05:00:00,4.39,3.78,56.66,0.4189
2023-01-08 06:00:00,3.25,1.91,59.64,0.2785
2023-01-08 07:00:00,2.85,2.31,66.24,0.2709
2023-01-08 08:00:00,3.33,3.78,71.38,0.3442
2023-01-08 09:00:00,3.39,4.06,69.58,0.3652
2023-01-08 10:00:00,1.92,2.39,68.6,0.2443
2023-01-08 11:00:00,2.29,3.59,73.13,0.2989
2023-01-08 12:00:00,1.75,2.9,80.3,0.2368
2023-01-08 13:00:00,2.05,3.78,89.87,0.262
2023-01-08 14:00:00,2.33,3.79,82.84,0.2864
2023-01-08 15:00:00,3.42,4.48,63.67,0.4059
2023-01-08 16:00:00,3.57,6.08,49.56,0.5428
2023-01-08 17:00:00,2.22,4.69,48.15,0.4206
2023-01-08 18:00:00,1.57,3.65,50.81,0.3361
2023-01-08 19:00:00,2.77,4.86,47.42,0.4512
2023-01-08 20:00:00,3.06,5.3,38.96,0.511
2023-01-08 21:00:00,4.46,6.75,39.69,0.6371
2023-01-08 22:00:00,4.96,7.04,36.81,0.6756
2023-01-08 23:00:00,4.54,7.34,40.43,0.6685
2023-01-09 00:00:00,8.54,10.0,37.09,0.8711
2023-01-09 01:00:00,7.9,9.7,30.85,0.861
2023-01-09 02:00:00,6.17,8.17,28.74,0.7781
2023-01-09 03:00:00,7.78,9.7,19.83,0.8737
2023-01-09 04:00:00,5.75,7.22,18.51,0.7464
2023-01-09 05:00:00,5.84,5.81,20.22,0.6822
2023-01-09 06:00:00,5.97,6.55,20.1,0.7219
2023-01-09 07:00:00,5.28,5.14,23.74,0.6202
2023-01-09 08:00:00,3.12,2.62,27.75,0.3921
2023-01-09 09:00:00,3.37,4.06,27.3,0.4839
2023-01-09 10:00:00,1.62,2.44,35.93,0.3138
2023-01-09 11:00:00,0.25,1.55,45.29,0.2166
2023-01-09 12:00:00,0.0,1.52,56.93,0.1884
2023-01-09 13:00:00,0.83,1.27,63.49,0.1855
2023-01-09 14:00:00,1.35,2.25,69.91,0.2218
2023-01-09 15:00:00,2.41,3.23,76.25,0.2777
2023-01-09 16:00:00,2.53,3.33,70.68,0.2991
2023-01-09 17:00:00,3.07,3.36,55.62,0.3552
2023-01-09 18:00:00,2.95,3.56,58.78,0.3535
2023-01-09 19:00:00,3.66,3.95,64.99,0.3808
2023-01-09 20:00:00,5.11,6.4,50.61,0.61
2023-01-09 21:00:00,5.7,6.49,50.34,0.6348
2023-01-09 22:00:00,6.82,7.16,38.68,0.7306
2023-01-09 23:00:00,6.88,5.28,32.87,0.6546
2023-01-10 00:00:00,6.81,6.93,27.8,0.7445
2023-01-10 01:00:00,7.11,6.76,25.16,0.7505
2023-01-10 02:00:00,6.99,6.47,25.67,0.7331
2023-01-10 03:00:00,7.3,6.62,20.14,0.7599
2023-01-10 04:00:00,7.01,6.71,25.08,0.7459
2023-01-10 05:00:00,7.8,8.84,22.18,0.847
2023-01-10 06:00:00,6.7,8.21,18.03,0.8085
2023-01-10 07:00:00,5.61,7.28,17.89,0.7449
2023-01-10 08:00:00,3.91,5.52,15.78,0.6057
2023-01-10 09:00:00,3.25,5.75,15.24,0.597
2023-01-10 10:00:00,3.21,6.02,14.13,0.6105
2023-01-10 11:00:00,2.09,5.76,13.46,0.5586
2023-01-10 12:00:00,1.8,4.15,16.36,0.4556
2023-01-10 13:00:00,2.32,4.09,18.45,0.4699
2023-01-10 14:00:00,2.27,4.75,25.34,0.4912
2023-01-10 15:00:00,2.13,4.03,26.18,0.4424
2023-01-10 16:00:00,3.43,3.75,24.68,0.4753
2023-01-10 17:00:00,4.04,5.44,24.71,0.593
2023-01-10 18:00:00,5.0,5.59,23.63,0.6357
2023-01-10 19:00:00,6.6,7.12,16.85,0.7635
2023-01-10 20:00:00,8.05,8.56,17.68,0.8465
2023-01-10 21:00:00,8.16,8.44,17.25,0.8447
2023-01-10 22:00:00,8.11,9.24,17.98,0.8669
2023-01-10 23:00:00,8.66,8.23,18.48,0.8477
2023-01-11 00:00:00,8.7,8.23,15.52,0.8483
2023-01-11 01:00:00,7.16,4.91,18.51,0.6772
2023-01-11 02:00:00,8.2,6.22,18.21,0.7662
2023-01-11 03:00:00,7.87,7.21,20.59,0.7965
2023-01-11 04:00:00,7.95,7.05,19.87,0.7931
2023-01-11 05:00:00,6.26,5.63,21.89,0.6815
2023-01-11 06:00:00,6.6,5.97,20.68,0.7112
2023-01-11 07:00:00,5.23,4.81,24.59,0.5981
2023-01-11 08:00:00,4.34,3.22,29.87,0.4614
2023-01-11 09:00:00,2.47,2.63,29.82,0.3661
2023-01-11 10:00:00,1.87,2.59,37.2,0.3259
2023-01-11 11:00:00,1.36,2.25,49.57,0.2655
2023-01-11 12:00:00,1.07,2.54,62.44,0.242
2023-01-11 13:00:00,1.47,3.19,72.91,0.258
2023-01-11 14:00:00,1.7,2.55,65.27,0.2528
2023-01-11 15:00:00,2.84,3.78,55.24,0.3716
2023-01-11 16:00:00,2.88,4.41,56.59,0.4035
2023-01-11 17:00:00,2.7,5.88,47.49,0.5073
2023-01-11 18:00:00,3.53,6.05,39.48,0.5687
2023-01-11 19:00:00,4.91,6.84,38.04,0.6609
2023-01-11 20:00:00,6.7,7.73,30.94,0.769
2023-01-11 21:00:00,7.94,8.77,20.84,0.8495
2023-01-11 22:00:00,6.93,7.2,18.22,0.7753
2023-01-11 23:00:00,7.74,8.6,16.98,0.842
2023-01-12 00:00:00,9.18,10.0,14.73,0.9
2023-01-12 01:00:00,9.14,9.42,12.63,0.8867
2023-01-12 02:00:00,8.46,9.41,10.53,0.8765
2023-01-12 03:00:00,8.32,8.25,10.0,0.8421
2023-01-12 04:00:00,7.33,8.49,10.0,0.8309
2023-01-12 05:00:00,7.19,8.1,10.1,0.815
2023-01-12 06:00:00,6.35,8.08,10.44,0.796
2023-01-12 07:00:00,6.6,7.61,11.65,0.7836
2023-01-12 08:00:00,5.99,4.41,14.56,0.6134
2023-01-12 09:00:00,4.42,4.63,16.0,0.5733
2023-01-12 10:00:00,4.14,4.71,18.36,0.5686
2023-01-12 11:00:00,4.23,5.24,18.21,0.6009
2023-01-12 12:00:00,3.2,3.33,19.94,0.4566
2023-01-12 13:00:00,2.59,4.07,25.87,0.4616
2023-01-12 14:00:00,0.76,2.51,31.47,0.3029
2023-01-12 15:00:00,1.98,2.24,41.81,0.3003
2023-01-12 16:00:00,2.05,2.84,48.08,0.3163
2023-01-12 17:00:00,1.1,2.21,50.17,0.255
2023-01-12 18:00:00,0.77,2.45,67.72,0.2203
2023-01-12 19:00:00,1.89,2.33,70.61,0.2369
2023-01-12 20:00:00,3.74,3.78,60.95,0.3851
2023-01-12 21:00:00,4.7,5.0,64.98,0.4753
2023-01-12 22:00:00,5.97,6.1,64.5,0.5832
2023-01-12 23:00:00,5.73,6.91,36.33,0.6936
2023-01-13 00:00:00,5.24,5.34,34.37,0.6005
2023-01-13 01:00:00,6.45,6.54,30.41,0.7108
2023-01-13 02:00:00,6.97,6.83,30.28,0.739
2023-01-13 03:00:00,6.79,6.15,29.36,0.7042
2023-01-13 04:00:00,7.46,8.41,25.99,0.8207
2023-01-13 05:00:00,6.03,6.73,23.69,0.7235
2023-01-13 06:00:00,5.04,6.28,21.88,0.6773
2023-01-13 07:00:00,5.19,5.81,25.37,0.6488
2023-01-13 08:00:00,5.86,6.84,19.99,0.7323
2023-01-13 09:00:00,4.9,6.95,18.45,0.7106
2023-01-13 10:00:00,5.41,6.86,18.26,0.7209
2023-01-13 11:00:00,4.07,6.47,17.31,0.6621
2023-01-13 12:00:00,3.78,6.5,16.94,0.6545
2023-01-13 13:00:00,3.29,5.4,18.71,0.5787
2023-01-13 14:00:00,1.93,3.75,16.55,0.4374
2023-01-13 15:00:00,2.46,4.29,21.25,0.4827
2023-01-13 16:00:00,3.67,4.7,26.65,0.533
2023-01-13 17:00:00,4.06,4.73,29.87,0.5386
2023-01-13 18:00:00,4.64,6.41,31.44,0.647
2023-01-13 19:00:00,6.47,7.09,30.58,0.736
2023-01-13 20:00:00,6.03,6.78,26.94,0.7182
2023-01-13 21:00:00,5.51,7.19,23.64,0.7304
2023-01-13 22:00:00,5.76,6.7,20.96,0.7209
2023-01-13 23:00:00,5.48,6.69,19.35,0.715
2023-01-14 00:00:00,4.23,6.05,18.6,0.6449
2023-01-14 01:00:00,4.64,6.15,17.08,0.663
2023-01-14 02:00:00,3.95,5.52,14.39,0.6073
2023-01-14 03:00:00,3.46,4.49,13.6,0.5328
2023-01-14 04:00:00,5.71,5.74,12.19,0.6753
2023-01-14 05:00:00,4.74,6.03,10.99,0.6599
2023-01-14 06:00:00,3.69,6.03,13.11,0.6268
2023-01-14 07:00:00,3.58,4.41,16.01,0.5323
2023-01-14 08:00:00,3.69,5.3,14.67,0.5867
2023-01-14 09:00:00,3.42,3.73,17.39,0.4874
2023-01-14 10:00:00,2.28,3.32,24.17,0.4132
2023-01-14 11:00:00,1.14,1.7,33.77,0.2699
2023-01-14 12:00:00,1.62,2.66,33.65,0.3307
2023-01-14 13:00:00,1.59,3.37,39.58,0.3516
2023-01-14 14:00:00,0.39,4.13,34.46,0.3674
2023-01-14 15:00:00,1.73,4.67,35.5,0.4385
2023-01-14 16:00:00,2.66,5.33,33.52,0.5143
2023-01-14 17:00:00,2.74,5.51,30.82,0.5353
2023-01-14 18:00:00,2.9,4.66,31.54,0.4897
2023-01-14 19:00:00,3.5,6.56,27.48,0.629
2023-01-14 20:00:00,3.34,6.67,29.92,0.6231
2023-01-14 21:00:00,2.71,5.43,30.91,0.5296
2023-01-14 22:00:00,3.51,7.74,25.99,0.6938
2023-01-14 23:00:00,2.75,5.96,27.97,0.5696
2023-01-15 00:00:00,3.52,7.28,29.76,0.6615
2023-01-15 01:00:00,2.63,5.62,31.28,0.5367
2023-01-15 02:00:00,2.86,4.35,35.46,0.4592
2023-01-15 03:00:00,2.91,4.42,45.81,0.4357
2023-01-15 04:00:00,4.38,6.86,37.68,0.646
2023-01-15 05:00:00,3.25,5.05,30.45,0.5274
2023-01-15 06:00:00,1.9,4.84,28.59,0.4744
2023-01-15 07:00:00,1.3,3.93,33.97,0.387
2023-01-15 08:00:00,0.34,3.5,45.11,0.3056
2023-01-15 09:00:00,0.0,2.09,45.08,0.2327
2023-01-15 10:00:00,0.37,3.78,49.2,0.3105
2023-01-15 11:00:00,1.06,4.6,54.47,0.3602
2023-01-15 12:00:00,2.41,5.58,57.04,0.4522
2023-01-15 13:00:00,1.72,5.73,49.89,0.4575
2023-01-15 14:00:00,3.92,7.13,35.59,0.6513
2023-01-15 15:00:00,5.38,9.48,27.68,0.8116
2023-01-15 16:00:00,4.98,7.51,22.35,0.7332
2023-01-15 17:00:00,3.07,5.74,28.02,0.5681
2023-01-15 18:00:00,3.32,6.45,25.01,0.624
2023-01-15 19:00:00,3.73,6.26,22.04,0.6351
2023-01-15 20:00:00,2.25,4.44,24.16,0.4757
2023-01-15 21:00:00,2.91,4.72,21.58,0.5226
2023-01-15 22:00:00,3.27,5.26,23.73,0.5594
2023-01-15 23:00:00,3.07,4.26,23.25,0.4963
2023-01-16 00:00:00,6.93,8.16,18.22,0.8114
2023-01-16 01:00:00,7.98,9.14,14.11,0.8621
2023-01-16 02:00:00,7.49,10.0,11.8,0.8768
2023-01-16 03:00:00,7.44,9.39,10.43,0.8597
2023-01-16 04:00:00,6.46,8.57,10.0,0.816
2023-01-16 05:00:00,5.31,6.09,10.0,0.6806
2023-01-16 06:00:00,4.83,7.21,10.0,0.721
2023-01-16 07:00:00,4.61,6.24,10.0,0.6668
2023-01-16 08:00:00,3.44,3.78,10.0,0.4912
2023-01-16 09:00:00,1.07,2.82,12.8,0.3573
2023-01-16 10:00:00,1.28,1.56,14.0,0.3
2023-01-16 11:00:00,0.0,1.66,21.23,0.2659
2023-01-16 12:00:00,0.0,0.34,23.73,0.2057
2023-01-16 13:00:00,1.6,1.05,28.89,0.2644
2023-01-16 14:00:00,1.75,0.91,35.7,0.247
2023-01-16 15:00:00,1.15,0.73,47.46,0.2018
2023-01-16 16:00:00,0.65,1.65,46.83,0.227
2023-01-16 17:00:00,2.54,2.32,57.47,0.2826
2023-01-16 18:00:00,3.39,5.79,48.94,0.5218
2023-01-16 19:00:00,4.73,5.32,40.33,0.5656
2023-01-16 20:00:00,6.28,7.71,31.73,0.7559
2023-01-16 21:00:00,6.89,6.89,35.32,0.728
2023-01-16 22:00:00,7.21,8.24,30.3,0.8017
2023-01-16 23:00:00,6.91,7.86,25.27,0.7903
2023-01-17 00:00:00,4.85,5.74,26.62,0.631
2023-01-17 01:00:00,4.2,6.23,26.18,0.637
2023-01-17 02:00:00,4.61,5.95,25.05,0.6382
2023-01-17 03:00:00,4.66,3.99,33.07,0.5074
2023-01-17 04:00:00,4.95,5.77,35.36,0.6118
2023-01-17 05:00:00,4.55,5.42,35.86,0.5778
2023-01-17 06:00:00,4.25,5.14,35.45,0.5524
2023-01-17 07:00:00,4.33,5.66,33.27,0.5912
2023-01-17 08:00:00,2.95,5.2,35.67,0.5106
2023-01-17 09:00:00,2.18,4.81,39.79,0.4501
2023-01-17 10:00:00,0.48,1.68,50.78,0.2165
2023-01-17 11:00:00,1.14,2.3,63.01,0.2325
2023-01-17 12:00:00,1.06,1.79,64.92,0.2069
2023-01-17 13:00:00,1.5,1.58,94.96,0.1573
2023-01-17 14:00:00,2.91,4.01,86.84,0.304
2023-01-17 15:00:00,3.96,4.71,86.3,0.3741
2023-01-17 16:00:00,4.15,5.26,65.04,0.4711
2023-01-17 17:00:00,5.21,5.48,64.86,0.5208
2023-01-17 18:00:00,4.53,4.88,58.33,0.4819
2023-01-17 19:00:00,5.61,6.41,61.14,0.5979
2023-01-17 20:00:00,6.41,7.21,50.56,0.6933
2023-01-17 21:00:00,5.74,5.59,54.1,0.576
2023-01-17 22:00:00,7.55,8.35,39.73,0.7959
2023-01-17 23:00:00,7.4,7.08,36.35,0.7476
2023-01-18 00:00:00,8.27,8.25,35.9,0.815
2023-01-18 01:00:00,7.98,7.65,34.07,0.7901
2023-01-18 02:00:00,8.68,7.02,32.33,0.7853
2023-01-18 03:00:00,9.31,8.37,25.58,0.855
2023-01-18 04:00:00,7.91,7.47,25.18,0.7983
2023-01-18 05:00:00,5.95,6.65,27.38,0.7088
2023-01-18 06:00:00,5.2,5.8,27.8,0.6421
2023-01-18 07:00:00,5.19,6.32,24.39,0.6775
2023-01-18 08:00:00,4.09,3.87,30.7,0.4879
2023-01-18 09:00:00,2.9,3.15,35.14,0.3936
2023-01-18 10:00:00,2.76,2.85,36.82,0.3679
2023-01-18 11:00:00,0.09,0.6,42.43,0.1834
2023-01-18 12:00:00,0.0,0.14,56.75,0.1445
2023-01-18 13:00:00,0.0,0.38,77.75,0.1229
2023-01-18 14:00:00,0.0,0.87,107.7,0.1082
2023-01-18 15:00:00,0.0,0.84,120.0,0.1077
2023-01-18 16:00:00,0.0,2.66,120.0,0.1552
2023-01-18 17:00:00,0.49,2.1,120.0,0.1471
2023-01-18 18:00:00,0.49,1.47,120.0,0.1298
2023-01-18 19:00:00,1.82,2.45,120.0,0.1837
2023-01-18 20:00:00,2.53,4.43,120.0,0.2814
2023-01-18 21:00:00,3.43,5.17,120.0,0.3455
2023-01-18 22:00:00,3.94,4.46,120.0,0.3242
2023-01-18 23:00:00,5.63,6.29,120.0,0.4808
2023-01-19 00:00:00,6.13,7.23,108.25,0.5524
2023-01-19 01:00:00,6.92,6.83,78.83,0.6157
2023-01-19 02:00:00,7.36,7.33,56.72,0.7116
2023-01-19 03:00:00,6.5,6.9,49.21,0.684
2023-01-19 04:00:00,6.64,6.63,41.67,0.6932
2023-01-19 05:00:00,6.37,7.04,41.59,0.7059
2023-01-19 06:00:00,5.92,5.87,33.25,0.6543
2023-01-19 07:00:00,4.8,4.72,37.14,0.5426
2023-01-19 08:00:00,3.71,4.18,39.47,0.4673
2023-01-19 09:00:00,3.7,5.44,41.78,0.533
2023-01-19 10:00:00,4.79,5.85,37.05,0.6064
2023-01-19 11:00:00,3.36,4.52,39.13,0.4756
2023-01-19 12:00:00,3.35,3.5,50.19,0.3863
2023-01-19 13:00:00,2.76,3.96,47.0,0.4013
2023-01-19 14:00:00,3.38,5.2,45.38,0.4978
2023-01-19 15:00:00,3.84,5.45,49.61,0.5155
2023-01-19 16:00:00,4.95,5.6,40.28,0.589
2023-01-19 17:00:00,3.02,3.08,46.65,0.3626
2023-01-19 18:00:00,3.34,4.06,54.66,0.4045
2023-01-19 19:00:00,3.46,4.13,51.48,0.4213
2023-01-19 20:00:00,4.38,4.64,43.35,0.506
2023-01-19 21:00:00,4.73,4.91,43.2,0.5338
2023-01-19 22:00:00,5.11,5.83,42.92,0.5996
2023-01-19 23:00:00,6.43,7.55,41.71,0.7307
2023-01-20 00:00:00,8.43,8.25,39.13,0.8125
2023-01-20 01:00:00,6.19,7.41,33.44,0.7367
2023-01-20 02:00:00,6.11,7.01,33.84,0.7151
2023-01-20 03:00:00,6.33,7.16,27.18,0.7429
2023-01-20 04:00:00,6.05,6.41,24.07,0.7081
2023-01-20 05:00:00,5.31,6.21,21.14,0.684
2023-01-20 06:00:00,3.68,4.63,17.62,0.5483
2023-01-20 07:00:00,2.47,2.47,24.68,0.3709
2023-01-20 08:00:00,2.65,4.7,24.37,0.504
